CLIENTNUM;Attrition_Flag;Customer_Age;Gender;Dependent_count;Education_Level;Marital_Status;Income_Category;Card_Category;Months_on_book;Total_Relationship_Count;Months_Inactive_12_mon;Contacts_Count_12_mon;Credit_Limit;Total_Revolving_Bal;Trans_Amt_Oct12;Trans_Amt_Nov12;Trans_Amt_Dec12;Trans_Amt_Jan13;Trans_Amt_Feb13;Trans_Amt_Mar13;Trans_Count_Oct12;Trans_Count_Nov12;Trans_Count_Dec12;Trans_Count_Jan13;Trans_Count_Feb13;Trans_Count_Mar13
714928158;0;60;M;0;High School;Single;$80K - $120K;Silver;36;1;2;3;51609;806;3006;2126;2523;1794;1808;2177;18;19;24;14;11;16
780511683;1;47;M;3;Graduate;Single;$40K - $60K;Blue;34;4;3;3;4413;232;1492;1358;1524;993;1485;1017;13;15;15;12;9;12
772491333;0;31;F;1;Post-Graduate;Married;Less than $40K;Blue;21;2;1;2;5342;2005;2731;3094;2939;2197;1965;1812;18;17;20;14;9;16
719847108;1;52;M;1;Unknown;Married;$40K - $60K;Blue;36;4;3;3;8455;4092;1492;1447;1551;1367;1337;930;11;11;14;13;9;15
808045833;0;49;M;3;Uneducated;Single;Less than $40K;Blue;44;2;3;2;7659;1698;2640;2341;2982;3311;2733;1853;21;18;21;17;15;13
708385533;1;49;F;1;Graduate;Married;Less than $40K;Silver;36;2;3;3;11059;0;1493;1386;1908;1268;1582;1887;12;16;14;16;10;12
770205708;0;31;M;0;Unknown;Married;Less than $40K;Blue;25;2;3;0;4093;0;2986;2602;3545;1992;2052;2318;23;20;20;18;16;15
719379858;1;39;M;1;Graduate;Married;$80K - $120K;Blue;36;2;2;3;24239;0;1494;1314;1598;1614;1299;1230;13;16;12;12;8;12
709657533;1;44;M;3;High School;Unknown;$120K +;Blue;36;2;3;2;7793;2270;1495;1265;1486;1384;1589;1041;9;16;11;7;6;5
798788958;0;32;M;1;High School;Single;$80K - $120K;Blue;26;2;3;2;6407;1130;2853;2382;3007;2169;2041;2019;18;22;18;11;9;15
720011958;0;57;M;2;High School;Single;$60K - $80K;Blue;36;2;3;3;6024;1532;3015;2873;2556;3524;1914;1881;15;18;20;17;13;14
708982158;0;48;F;2;Graduate;Single;Less than $40K;Blue;36;2;2;3;3352;2122;2762;3176;2762;2312;1751;2039;20;21;18;18;13;16
710803983;0;44;M;1;Unknown;Married;$80K - $120K;Blue;33;2;3;1;32222;0;3016;2131;2566;1726;2648;2133;20;21;18;14;10;12
719768658;0;31;F;0;College;Married;Unknown;Silver;24;2;3;1;43914;2032;2580;2203;3209;3154;1409;1989;17;23;21;16;12;15
711355908;0;44;F;3;Graduate;Unknown;Unknown;Silver;36;2;3;3;37081;941;2559;2109;2589;2000;1184;1601;21;19;23;18;15;21
813153108;0;49;M;4;College;Married;$80K - $120K;Blue;44;2;3;3;31091;966;2744;2207;4327;2004;1420;1863;20;15;27;14;16;16
712487883;1;54;M;5;High School;Married;$80K - $120K;Blue;48;2;1;3;7464;0;1499;1868;1496;1567;1198;1443;10;10;17;12;14;11
753220383;1;29;M;0;Graduate;Single;$120K +;Blue;22;2;2;3;11722;0;1499;1311;1858;1413;1362;859;14;13;14;13;12;12
708340758;1;41;M;4;High School;Married;Less than $40K;Blue;32;2;3;3;7769;0;1500;1553;1120;1343;1380;1213;16;13;13;9;9;14
720852108;0;46;M;4;High School;Divorced;$120K +;Blue;31;2;3;1;3569;1553;2700;3356;3227;2357;1981;3074;24;26;19;16;14;17
716728233;0;47;F;4;High School;Married;Less than $40K;Blue;36;1;3;1;3216;1480;3001;2713;2467;2612;1607;1778;19;23;26;18;17;20
711863433;0;30;M;1;Unknown;Unknown;Less than $40K;Blue;13;1;3;1;3789;1782;3071;2443;2958;2403;2708;2087;24;14;27;18;17;16
779422458;0;31;F;1;Unknown;Divorced;Less than $40K;Blue;13;2;2;3;3533;1206;2818;2648;3323;2384;2737;2429;23;29;24;12;15;17
715573758;0;43;M;4;Uneducated;Married;$120K +;Silver;36;1;2;1;105000;1816;2544;2880;2209;3024;2173;2396;25;23;18;16;13;18
794530608;0;52;M;2;Uneducated;Single;$80K - $120K;Blue;34;2;2;3;27229;0;2869;2776;1744;2247;1707;1921;24;24;24;17;17;14
718376583;1;52;M;2;Graduate;Divorced;$80K - $120K;Silver;44;4;3;2;46118;751;1504;1448;1325;604;235;690;11;10;7;9;0;3
720827133;1;43;F;3;Doctorate;Single;Less than $40K;Blue;30;1;2;2;6261;463;1505;1118;1681;1709;1115;1004;13;14;13;10;5;9
767414808;0;57;F;0;Uneducated;Married;Less than $40K;Blue;51;2;3;3;6996;2092;2548;2915;2910;3698;1366;1580;24;22;22;18;15;19
718919433;0;52;F;4;Graduate;Single;Less than $40K;Blue;36;2;3;3;4440;1149;2548;2159;3420;2262;2198;2386;22;18;25;18;13;16
708694983;0;55;F;1;Uneducated;Unknown;Less than $40K;Blue;36;1;2;1;3150;2222;2967;2914;2341;2135;2090;2303;23;16;19;14;13;11
719270358;0;57;F;2;Doctorate;Divorced;$40K - $60K;Blue;48;2;2;2;4288;1678;2874;3497;3064;2076;2539;1455;19;26;22;17;12;17
708948483;1;54;M;3;Graduate;Married;$80K - $120K;Silver;36;2;3;1;41168;761;1508;1419;1666;1564;1248;1039;7;16;16;11;9;9
708462258;0;51;F;1;High School;Married;Less than $40K;Blue;38;1;1;2;5189;1171;3132;3045;3385;2025;3101;1875;15;21;18;14;14;12
716721483;1;59;M;0;Uneducated;Single;$40K - $60K;Blue;52;1;2;2;14458;2017;1508;1606;1256;1246;1508;1572;9;13;16;13;12;9
799011558;0;43;M;3;Uneducated;Married;$120K +;Blue;37;1;2;3;16909;1171;2877;2973;3057;3432;1623;1778;21;21;27;17;15;19
710697408;0;41;F;5;Unknown;Married;Less than $40K;Blue;22;2;1;3;6739;896;2599;3145;3020;2079;2271;2357;22;26;14;18;17;18
710527533;1;45;M;5;College;Single;$40K - $60K;Blue;36;4;3;3;4982;0;1509;1472;1572;1317;1773;943;11;8;10;12;9;8
709996833;1;31;M;1;Post-Graduate;Single;Less than $40K;Silver;36;6;3;5;12359;0;1510;1299;1275;1339;1263;842;13;14;16;12;9;6
718531983;0;51;M;3;High School;Married;$80K - $120K;Blue;41;1;3;3;9959;2068;2625;3064;2243;2672;1477;1729;27;18;24;16;18;21
715554708;0;53;M;1;High School;Unknown;$120K +;Blue;34;2;1;2;8507;1484;3136;2267;3344;2072;2771;1359;24;18;24;17;14;17
718774533;0;48;M;1;College;Married;$60K - $80K;Blue;44;2;3;1;15355;1823;2838;2340;3144;2291;2067;2373;22;14;19;20;18;18
712337208;0;59;F;2;Unknown;Single;Unknown;Blue;46;2;3;2;23731;1890;2770;2747;2621;1719;1722;2068;22;17;20;14;9;11
714022833;1;42;F;2;Graduate;Single;$40K - $60K;Silver;32;4;3;3;17909;0;1513;1486;1881;453;253;391;13;15;11;9;4;6
710026458;0;34;M;1;Unknown;Married;$40K - $60K;Blue;36;2;2;2;3995;2475;2584;2230;2108;2263;1446;1944;19;19;17;16;9;19
710178558;1;46;M;2;High School;Married;$60K - $80K;Gold;38;5;3;6;37781;2605;1514;1532;1715;1364;1636;1553;16;13;16;16;13;15
768712383;1;51;M;5;Graduate;Divorced;$120K +;Blue;45;6;3;6;48008;0;1515;1583;1553;1324;947;1251;17;14;14;16;12;18
711156858;1;48;F;5;High School;Single;Less than $40K;Blue;40;1;4;3;8297;4193;1515;1876;1780;1828;1648;1172;14;14;16;6;9;15
719799033;0;52;M;1;Post-Graduate;Unknown;$80K - $120K;Blue;40;2;1;2;5520;2448;2565;2321;2810;2209;1936;2489;20;25;24;14;12;21
720788883;0;58;F;0;Uneducated;Unknown;Unknown;Blue;36;1;2;3;3736;2209;2777;2911;2334;2928;2882;2054;21;25;25;16;15;16
710306358;1;38;M;1;Unknown;Married;$40K - $60K;Blue;18;1;1;2;9664;1983;1517;1402;1349;993;1402;1332;9;9;13;10;9;6
758617233;0;56;F;5;Doctorate;Single;Less than $40K;Blue;49;3;3;2;4132;1559;2661;2833;2595;2740;1731;2221;22;18;24;16;14;14
720163458;0;38;M;1;Uneducated;Unknown;$120K +;Blue;21;4;2;3;28043;1786;2944;2302;2814;2773;1884;1804;23;18;18;19;14;17
708482658;0;41;M;3;Graduate;Married;$80K - $120K;Blue;31;3;2;2;9959;1946;3061;2746;3235;1759;3076;1717;23;23;22;17;13;16
826148883;0;45;M;2;Graduate;Married;$120K +;Blue;41;4;3;1;16453;1660;3084;3485;2491;2563;1398;1741;18;18;26;18;14;14
779055033;1;43;F;3;Uneducated;Unknown;Less than $40K;Blue;24;1;2;2;8256;2416;1520;1551;1707;864;1390;1072;11;13;13;9;9;9
713118183;0;31;M;1;Unknown;Married;$40K - $60K;Blue;23;5;1;2;13427;1562;2996;2843;2697;1896;891;1794;18;23;22;15;15;15
714103083;0;47;M;2;College;Married;$40K - $60K;Blue;37;6;3;1;3263;1525;3090;3560;2849;2032;1587;1531;17;19;24;18;14;18
714145233;1;34;M;0;Graduate;Divorced;$80K - $120K;Silver;24;1;2;3;54626;400;1522;1509;1222;759;100;0;11;8;20;10;0;0
719547033;1;40;M;4;Unknown;Married;$80K - $120K;Blue;31;1;3;6;23502;0;1522;1372;1433;1078;1510;1042;13;11;8;9;9;10
720899058;0;35;M;2;Graduate;Married;$80K - $120K;Blue;21;6;2;1;7685;2690;2952;2202;2642;2276;1281;2251;23;21;23;14;14;21
789432033;1;32;F;1;Graduate;Married;Less than $40K;Blue;23;1;2;3;4065;230;1523;1191;1696;1533;1173;728;10;13;14;12;8;7
717214158;0;41;M;4;Post-Graduate;Married;$40K - $60K;Blue;28;5;3;3;9815;0;2672;2566;3088;2780;2111;2258;19;18;19;11;13;14
715269483;0;50;M;4;Post-Graduate;Married;$120K +;Blue;36;4;1;3;17374;2906;2742;2923;3213;2475;1582;2538;23;25;27;18;17;18
718805733;0;39;F;2;Graduate;Single;$40K - $60K;Blue;28;3;1;1;7093;3327;3122;1860;3003;2439;1271;2242;22;19;24;21;18;16
789780033;0;33;M;3;College;Married;$80K - $120K;Silver;22;6;2;2;48570;917;2629;2848;2572;2135;2145;1873;19;18;27;16;17;17
716482533;0;48;F;2;Unknown;Married;Less than $40K;Blue;36;2;1;2;3329;0;2958;2759;2493;2550;1765;2368;19;18;17;18;13;13
708319908;1;37;M;3;Graduate;Single;$80K - $120K;Blue;17;1;1;2;4116;1473;1526;1285;1473;1535;1384;1464;13;10;14;13;9;11
711663858;0;28;M;1;Post-Graduate;Single;Unknown;Blue;13;4;3;3;20030;1204;2747;2480;2788;2385;2967;2495;22;24;29;21;15;16
716894658;0;49;F;1;Graduate;Divorced;Less than $40K;Blue;44;5;2;2;8687;1763;2889;2989;3487;2364;2318;2777;24;23;25;21;16;14
714082308;1;39;M;3;High School;Single;$80K - $120K;Blue;13;2;1;3;8656;0;1527;1467;1262;1048;1398;1354;14;14;18;15;15;13
708082083;0;45;F;3;High School;Married;Less than $40K;Blue;36;4;3;3;3544;1661;3032;2716;2525;2376;2305;2195;25;21;18;19;16;12
714820158;1;29;M;0;High School;Single;$40K - $60K;Blue;36;6;3;1;5988;660;1528;1410;2065;2083;1509;1616;11;13;10;13;12;9
713347608;1;54;F;2;Post-Graduate;Single;Less than $40K;Blue;43;2;3;2;4917;0;1529;1603;1655;1679;1722;1254;11;11;14;9;10;14
721395633;0;53;M;1;Graduate;Single;$80K - $120K;Blue;41;5;3;3;18591;994;2965;2567;3141;2527;2666;1197;18;22;25;18;10;15
721438233;0;39;M;2;Post-Graduate;Single;$40K - $60K;Blue;31;6;3;3;3297;1761;3110;2488;2692;2414;2686;2190;19;23;27;17;19;15
713987808;0;43;F;3;College;Single;Less than $40K;Blue;33;4;2;2;5702;2165;3162;2209;2994;2691;2108;1806;18;18;26;21;16;21
721086483;0;27;F;0;Uneducated;Single;Less than $40K;Silver;19;3;3;3;10982;2701;2786;2635;1950;1956;1986;2250;17;18;21;14;11;16
709969758;0;43;M;3;Graduate;Single;$60K - $80K;Platinum;35;4;3;3;39968;1774;2717;3046;2614;1961;1172;2456;20;24;25;15;13;18
801502008;0;37;M;1;Graduate;Married;$60K - $80K;Blue;31;5;1;2;20144;1195;3095;2987;2474;2387;1685;1659;19;17;22;18;13;17
819051183;0;47;F;4;Graduate;Married;Unknown;Blue;42;4;1;3;16349;1925;3025;2651;3165;2745;2323;2298;21;18;24;21;14;16
710858658;0;48;F;4;Doctorate;Divorced;Less than $40K;Silver;38;2;1;2;10610;0;3001;3051;2993;2364;1821;1820;20;21;21;13;15;18
716002458;0;43;M;4;College;Married;$40K - $60K;Blue;30;1;1;2;7386;656;2602;2692;3031;2856;2065;2445;27;27;21;17;18;16
718080558;1;41;F;4;High School;Single;Less than $40K;Blue;36;6;3;3;4720;0;1537;1454;1458;1246;1477;1626;13;8;19;9;9;9
788019483;0;49;M;3;Graduate;Married;$80K - $120K;Blue;40;4;1;3;3660;766;3030;3470;2955;2047;1723;1290;26;22;18;23;15;18
716151858;0;46;M;3;Unknown;Single;$80K - $120K;Blue;36;5;1;3;12932;1893;2604;3413;2502;1940;3111;1802;18;18;18;14;11;18
717241233;0;60;F;1;Unknown;Single;Less than $40K;Blue;51;3;3;3;6089;1341;2843;2850;2340;2896;1539;1644;23;26;19;16;18;21
713880633;1;53;M;2;Unknown;Single;$60K - $80K;Blue;43;2;2;3;5905;0;1542;1605;1797;1529;1439;971;16;14;18;9;11;15
712374708;0;28;F;0;Graduate;Married;Unknown;Blue;15;2;2;2;23103;897;2871;2174;2298;2674;2330;1702;24;21;25;16;14;20
721145433;0;52;F;5;High School;Single;Less than $40K;Silver;36;3;2;2;11280;1523;2753;2907;3538;3270;1693;2076;22;28;23;18;16;21
711398433;0;38;M;0;High School;Married;$60K - $80K;Blue;31;4;3;3;16565;1200;3018;2401;4542;2783;1588;2404;20;16;19;15;13;16
715601808;0;50;M;3;Graduate;Married;$120K +;Blue;41;4;2;3;53269;2253;2615;3368;2232;3568;2323;2586;21;27;25;21;14;23
717324183;0;31;F;0;High School;Single;Less than $40K;Silver;21;3;1;3;14305;1288;2663;2967;2697;2679;2195;1568;20;26;27;18;14;14
720557883;0;35;M;3;Uneducated;Single;Less than $40K;Blue;21;5;2;1;6104;1595;2735;2754;3924;1914;2219;1694;18;23;18;13;16;14
708759408;0;48;F;3;Uneducated;Single;$40K - $60K;Blue;39;6;3;2;4207;0;2712;2265;2887;2922;2411;1927;23;21;19;14;14;17
719430483;0;51;M;3;College;Married;$120K +;Blue;40;3;3;2;36419;1476;2712;2473;2839;1864;2401;1856;18;24;25;21;13;18
758753283;1;52;M;3;Doctorate;Married;$120K +;Blue;45;1;3;3;43199;550;1547;1372;1467;1371;614;970;13;10;18;12;9;9
716933283;0;52;M;2;High School;Single;$60K - $80K;Gold;39;4;1;1;39968;1882;2833;3015;2607;1748;2149;2386;26;20;20;17;16;17
773172483;1;30;M;0;Graduate;Married;$40K - $60K;Blue;23;6;2;4;4063;0;1548;1452;1201;1114;1308;840;13;13;15;14;8;7
721459008;0;36;M;2;High School;Single;$120K +;Blue;36;4;1;2;11791;1168;2693;3420;2842;2100;2197;1633;27;15;20;15;9;15
710639658;1;29;M;1;High School;Single;$60K - $80K;Blue;17;6;1;3;17744;829;1551;1770;1897;1499;1612;1329;16;12;16;11;10;13
710710233;0;58;M;4;Graduate;Married;$120K +;Silver;45;4;2;3;86645;0;2744;2817;2856;2840;2180;2123;15;21;22;14;12;16
708996708;0;55;M;1;Graduate;Single;$80K - $120K;Blue;46;3;1;1;21032;1409;3150;2410;3261;3255;1765;1743;20;20;18;16;16;15
713315433;0;61;M;2;Uneducated;Married;$60K - $80K;Blue;48;4;1;2;18571;0;2912;3445;3554;2842;1644;1405;25;20;25;16;14;18
712941483;1;51;F;4;Post-Graduate;Married;$40K - $60K;Silver;43;1;3;3;3735;0;1552;1253;1068;604;1242;1107;11;15;7;8;8;12
789890958;0;53;F;4;High School;Divorced;$40K - $60K;Blue;43;3;1;2;10948;482;2798;2811;3710;2599;1902;2410;18;19;20;21;14;19
714757083;1;44;M;4;Uneducated;Married;$60K - $80K;Silver;37;1;2;2;29076;0;1556;1617;1780;1397;1542;873;14;12;12;16;12;18
789237333;0;47;M;4;Post-Graduate;Divorced;$60K - $80K;Blue;36;4;2;5;20237;1593;2825;2569;2913;2550;1899;2285;18;11;22;16;17;18
714949758;0;51;F;3;Graduate;Single;Unknown;Platinum;42;3;1;4;47961;1913;2682;3028;3317;3271;1993;2421;26;23;23;17;16;18
714136233;1;53;M;4;Graduate;Married;$120K +;Blue;38;5;2;3;53050;0;1557;1442;1540;1459;1399;1020;12;13;17;12;9;9
778888083;1;45;F;2;Graduate;Married;$40K - $60K;Blue;26;6;2;4;4307;0;1557;2029;1404;1237;1601;869;13;12;14;10;3;10
710923533;0;38;M;4;Unknown;Single;$120K +;Blue;31;3;2;3;50298;0;2805;2703;4224;2426;1995;1458;28;25;22;18;18;16
709385133;0;42;F;2;Doctorate;Married;Unknown;Blue;30;4;3;5;14828;1513;2806;3269;2835;2588;2259;1815;22;26;22;14;14;15
716836308;0;29;M;1;Graduate;Divorced;Less than $40K;Blue;36;4;3;2;3839;1139;2975;2611;3476;1626;2393;1710;22;19;29;21;14;19
720633558;0;37;F;3;Graduate;Divorced;Less than $40K;Blue;24;3;3;4;3727;995;2929;2801;2751;2063;2186;2056;20;20;21;18;9;13
712846458;0;45;M;4;High School;Divorced;$80K - $120K;Blue;39;5;3;4;14290;1432;2809;2262;3034;2141;2315;2148;26;22;26;20;14;17
709399908;0;34;F;2;Graduate;Single;$40K - $60K;Blue;23;4;2;2;7594;1442;2978;2224;3372;2319;1667;2466;21;19;19;16;13;11
772698783;0;50;F;2;College;Married;Less than $40K;Blue;40;3;2;4;8416;1549;3219;2418;2876;2289;1129;2057;26;20;24;18;18;18
718665033;1;44;M;5;Doctorate;Single;$60K - $80K;Silver;36;2;3;4;34140;0;1562;1384;1411;1196;1363;1261;14;18;18;5;10;11
771561183;1;42;F;4;Graduate;Single;$40K - $60K;Blue;30;6;3;3;13753;4006;1562;1491;1464;681;1309;957;12;11;16;11;9;7
789008508;0;44;M;4;College;Married;$80K - $120K;Blue;31;2;1;1;3472;1687;3150;2548;2813;2516;1404;1568;27;18;24;19;14;17
719439108;0;42;M;1;Graduate;Married;$40K - $60K;Silver;34;3;3;2;15315;1613;3222;2260;2441;2975;1526;2304;14;22;21;18;9;16
720817533;0;54;M;1;Uneducated;Married;$120K +;Blue;40;4;1;2;12086;1264;3056;2353;2424;2352;2634;2740;16;19;18;12;10;16
813901458;0;60;M;1;High School;Single;$60K - $80K;Silver;55;5;5;3;34987;1642;2720;2933;3098;2924;1400;1879;19;19;18;16;13;10
717783483;0;47;F;5;Post-Graduate;Divorced;Less than $40K;Blue;30;4;1;2;5016;2286;3010;3667;3534;2479;1598;2750;24;25;25;16;16;16
718299933;0;42;M;3;High School;Married;$40K - $60K;Blue;30;3;3;4;4333;739;2674;2862;3876;2874;1618;1999;20;18;19;14;11;18
789074358;0;46;M;2;High School;Single;$60K - $80K;Blue;34;2;2;1;10325;0;3013;3609;2412;3166;2399;2257;24;26;21;16;17;18
712036383;1;49;M;4;High School;Single;$60K - $80K;Blue;30;6;3;3;18418;0;1567;1531;2104;1494;1238;2046;13;12;14;14;6;9
720618033;0;43;F;3;College;Married;$40K - $60K;Blue;36;1;3;2;9633;0;2944;3110;2998;2078;1806;1893;14;18;18;16;14;10
720415833;0;47;M;2;High School;Married;$60K - $80K;Blue;32;3;5;2;3842;1563;2896;2700;2687;2532;2011;1925;23;20;19;16;11;18
720385608;0;45;M;3;College;Unknown;$80K - $120K;Blue;31;2;1;4;20958;1936;2923;2628;2529;1914;2343;1977;18;18;20;12;13;18
709937583;0;45;F;2;High School;Single;Unknown;Blue;34;4;3;2;3024;1835;2779;2512;2640;1798;2183;2308;23;20;22;18;9;16
770743983;0;34;F;3;Uneducated;Single;$40K - $60K;Blue;20;1;2;3;8698;874;2731;3424;3028;1986;2179;2335;18;16;21;14;12;13
715671183;1;43;M;3;Uneducated;Married;$80K - $120K;Blue;31;6;3;4;6824;2919;1572;1653;1361;1425;1477;1557;10;14;18;10;3;12
711283008;0;50;M;1;High School;Single;$80K - $120K;Silver;36;4;5;3;54911;0;3055;3443;2752;1924;2226;2619;21;24;17;13;15;15
778873608;0;44;M;4;Uneducated;Married;$80K - $120K;Silver;25;3;1;1;41683;1984;3056;2907;2303;2324;1842;1903;20;27;19;17;17;16
709592808;0;38;F;2;Graduate;Single;Less than $40K;Blue;28;5;3;4;3311;1556;2742;3283;2734;2378;1429;1904;19;23;17;17;9;18
773306658;0;54;M;1;Unknown;Single;$60K - $80K;Blue;48;4;5;4;4752;1230;3155;1960;3213;2935;2010;2405;20;23;17;16;11;16
822084333;1;51;M;3;High School;Married;$80K - $120K;Blue;47;2;4;3;4041;0;1581;1725;1615;1226;1270;802;14;15;15;13;12;15
708821733;1;43;F;3;Unknown;Single;$40K - $60K;Silver;36;2;3;4;19713;531;1581;1573;1478;1368;1213;1088;14;14;16;12;5;9
711070683;0;48;F;3;Post-Graduate;Married;$40K - $60K;Blue;37;4;1;2;6725;493;3041;2454;2582;1832;2282;1700;16;24;26;14;11;15
772596783;0;31;M;1;Graduate;Unknown;Less than $40K;Gold;21;3;2;2;15261;1109;3114;3056;3158;1707;2270;2137;21;21;29;20;13;21
806917983;0;32;F;2;Graduate;Divorced;Unknown;Silver;27;2;3;1;33779;1526;2995;2628;2465;3491;1800;1821;25;19;26;24;14;18
719329983;0;42;F;3;Unknown;Unknown;Unknown;Blue;36;6;1;2;15648;0;3046;2816;2102;2119;2050;1651;18;18;10;18;9;15
710190858;0;28;M;1;Unknown;Unknown;$40K - $60K;Blue;15;5;2;4;9283;2288;2729;2315;2117;1852;2005;2786;21;27;16;16;16;14
708880683;0;49;M;5;College;Married;$40K - $60K;Blue;40;4;3;4;3970;892;2705;2314;2712;2661;1386;1919;14;20;24;16;13;15
709332408;0;44;F;1;High School;Single;Less than $40K;Blue;36;3;3;3;6159;1640;3023;2768;2560;2279;1339;1548;18;24;22;11;13;18
710751033;1;31;F;1;Graduate;Single;Less than $40K;Blue;13;1;1;3;4829;0;1585;1323;1606;1494;1215;1063;9;12;14;12;6;12
710679933;1;59;M;1;Graduate;Single;$80K - $120K;Blue;54;2;5;4;15633;0;1586;1597;1182;1615;1143;1537;13;9;11;8;7;10
710849208;0;47;M;2;Post-Graduate;Single;$120K +;Silver;35;3;3;4;62054;1652;2809;2507;3075;2874;1463;2010;21;20;23;20;14;15
710056758;0;51;M;4;High School;Single;$40K - $60K;Blue;36;2;2;4;10017;1850;3274;3097;3266;1751;2199;2048;24;22;23;19;13;15
713520858;0;53;F;1;College;Single;Less than $40K;Blue;38;3;3;2;3895;1981;2932;3199;2580;2460;2138;2714;23;24;22;16;16;18
714710733;0;51;M;3;Unknown;Single;$80K - $120K;Blue;36;4;1;2;5611;0;3129;3571;3055;2509;1894;2399;23;25;26;20;11;15
766769058;0;51;M;1;Graduate;Single;$40K - $60K;Gold;44;3;3;3;22722;1790;3203;2980;2540;2653;2269;2172;20;24;25;21;17;14
716990883;0;38;M;5;Unknown;Married;$80K - $120K;Blue;26;5;1;2;16033;766;2962;2972;3140;2171;2144;1871;20;24;18;21;15;17
718298733;0;40;M;4;High School;Single;$80K - $120K;Blue;29;3;3;2;12978;0;2889;2668;3125;1785;2052;1615;18;15;17;14;11;10
717174558;1;57;F;1;Uneducated;Single;Less than $40K;Blue;46;2;3;3;9129;0;1592;1319;1552;604;1215;1451;16;16;11;15;11;12
714543633;1;45;F;3;Unknown;Single;Less than $40K;Blue;36;1;2;5;7500;0;1593;1345;2153;1655;1278;0;13;15;18;17;15;0
715756683;0;50;M;4;Graduate;Single;$80K - $120K;Blue;36;3;2;4;14804;1696;2894;2730;2153;3557;1889;2014;21;22;21;19;16;12
719400108;0;53;M;3;Unknown;Single;$80K - $120K;Blue;43;4;3;4;34686;1084;3018;2319;3158;2326;1477;2021;23;21;29;16;18;17
710463408;0;47;M;3;Unknown;Married;$80K - $120K;Blue;36;3;2;3;9683;1116;3143;3022;2917;2647;2071;1827;18;22;17;15;16;16
708245808;0;35;M;3;Graduate;Married;$60K - $80K;Blue;36;4;1;4;19671;924;2726;2227;2687;2260;2411;1597;22;25;27;18;14;18
799253808;0;42;M;3;High School;Married;$80K - $120K;Silver;36;5;2;3;47153;1294;2899;2691;2657;1625;2005;1968;23;22;22;18;19;16
716552433;0;40;F;4;Uneducated;Married;Less than $40K;Blue;36;4;1;2;5056;1067;2706;1957;4445;2643;2353;1822;23;26;28;13;11;16
720995583;0;48;M;2;Graduate;Divorced;$60K - $80K;Silver;33;3;2;2;25217;1754;3100;2723;2972;2488;1846;1925;18;23;19;17;15;18
780118158;0;27;M;0;Graduate;Single;Less than $40K;Blue;13;2;2;4;3585;2420;3251;3147;2242;2861;2027;2128;27;19;25;20;17;16
713668158;1;31;F;1;Uneducated;Single;Unknown;Blue;36;2;3;3;21067;0;1601;1574;1443;1453;1498;1643;14;12;13;12;8;12
709249083;1;40;M;2;Unknown;Single;$60K - $80K;Blue;20;4;2;4;4283;0;1602;1522;1493;1370;1485;1200;9;9;11;15;6;14
717081483;0;37;M;2;Graduate;Divorced;$80K - $120K;Blue;25;3;2;2;25187;2209;3058;3125;3050;2844;2227;2302;13;18;23;15;13;14
718455633;0;60;F;0;Graduate;Single;Unknown;Gold;55;4;3;2;7469;2699;3086;3827;2947;2967;1797;1704;24;23;23;16;17;21
708974283;0;50;M;4;Graduate;Married;$60K - $80K;Blue;34;5;1;1;18142;0;3211;2632;2466;2783;2561;1774;17;18;18;15;14;13
713399583;1;49;M;2;Unknown;Married;$80K - $120K;Blue;39;2;3;4;29865;2097;1606;1347;1587;1796;1384;916;16;13;9;14;11;11
713293983;0;52;M;3;Post-Graduate;Divorced;$60K - $80K;Blue;33;5;3;2;3388;2762;3166;2128;2687;2748;2171;2413;14;19;18;14;12;14
714785508;0;49;M;2;High School;Single;$80K - $120K;Silver;40;4;3;2;49905;1313;3267;2724;3583;2127;1667;1786;18;18;18;15;14;16
827318958;0;49;F;4;Unknown;Single;Less than $40K;Blue;45;5;3;2;9431;1785;3069;2836;2993;2387;1363;1613;20;18;22;14;13;12
718496283;0;42;F;1;College;Single;Unknown;Silver;31;6;2;3;30770;2228;3045;3415;2884;1817;3073;1764;23;21;27;16;16;18
709608708;1;29;M;1;Graduate;Married;$60K - $80K;Blue;17;5;1;4;6500;2778;1610;1462;1863;1665;1705;1146;16;13;19;14;9;8
710939283;0;45;F;3;Uneducated;Divorced;$40K - $60K;Blue;36;3;2;4;4209;1300;2749;2692;3749;2708;2406;1774;25;18;22;15;12;13
770824833;0;32;M;1;Graduate;Divorced;$40K - $60K;Blue;19;2;3;5;3657;1135;2825;3291;2929;3103;1924;2164;13;19;20;18;10;14
779082633;0;30;M;2;Uneducated;Single;$60K - $80K;Blue;13;3;2;3;4107;979;3126;3013;2725;2187;1303;2242;20;19;21;14;14;16
720515883;0;57;F;1;Graduate;Married;Less than $40K;Blue;46;4;3;2;3638;0;3077;2656;3230;2941;2151;2414;20;25;24;16;14;16
747885858;0;39;F;2;Graduate;Single;Less than $40K;Blue;31;5;3;3;8325;2048;3103;2390;2098;2123;2618;2239;19;17;19;11;12;13
779140533;0;49;M;2;Doctorate;Married;$120K +;Blue;34;3;6;4;27124;2311;3079;1819;3887;2459;2022;1929;26;23;21;23;14;14
716619558;0;38;F;0;High School;Single;Less than $40K;Silver;36;4;3;2;13747;1941;3104;2993;3285;3016;1461;2542;26;26;22;17;11;17
